Prediction,Accuracy,Error,Reliability,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group,Reliability x Privacy,Reliability x Volitionality,Reliability x Outcome,Reliability x Cycle,Reliability x Disparity,Reliability x Group,Privacy x Volitionality,Privacy x Outcome,Privacy x Cycle,Privacy x Disparity,Privacy x Group,Volitionality x Outcome,Volitionality x Cycle,Volitionality x Disparity,Volitionality x Group,Outcome x Cycle,Outcome x Disparity,Outcome x Group,Cycle x Disparity,Cycle x Group,Disparity x Group
Within Unem,0.598589595376,0.000616989607306,,,,0.24968127886,,,-0.0653301290244,,,,,,,,,,,,,,,,,,-0.0015230584703,,,
Within Unem,0.576161849711,0.000575934086407,,,,,0.0351877066229,,-0.0308095534465,,,,,,,,,,,,,,,,,,,,-0.0081556246902,
Within Unem,0.58889017341,0.000742771825373,,,,,,-0.257070594928,0.170494729526,,,,,,,,,,,,,,,,,,,,,-0.0481956528334
Within CPS,0.732793696275,0.000605843971814,0.0937262585126,0.0700015999516,0.242786776668,0.256355624767,-0.0354131671305,-0.156338166572,-0.0897341002676,0.0299564590235,0.00162004591257,0.104580056691,-0.0364396121856,0.0532857472224,0.0564179031335,0.0386069842302,-0.0641326547459,0.0170622279747,-0.0380009493198,0.0817620624887,-0.0359468703812,-0.0715651451079,0.0480871220916,0.0204218119768,0.0396568359629,0.110399193403,0.00415750385935,-0.0431414428387,0.0259442527653,0.0176217624753
Within CPS,0.739085959885,0.000584380523435,,0.118402853007,0.28076495819,0.377231036255,-0.0518121122854,-0.112889051311,-0.00186264195063,,,,,,,0.0480544082102,-0.0566016452313,0.0285493429285,-0.0379218120939,0.0794077422642,-0.0188584117822,-0.0553350781158,0.0336076618431,0.0465786414003,0.0270128768218,0.114427902558,-0.0250104947664,-0.0341021083255,0.0270262747044,0.00446904099426
Within CPS,0.73846991404,0.0005930731383,0.113591500191,,0.244468372443,0.251495774059,-0.0439924536885,-0.154054324998,-0.0609733467368,,0.0141265559791,0.107835681762,-0.0225253403586,0.0303311650093,0.0722730550277,,,,,,-0.0315262285629,-0.0550861670325,0.064134822829,0.0128255246643,0.039606015459,0.0872168675528,0.00458034553941,-0.0287167871696,0.0241350317201,0.0246702735302
Within CPS,0.731518624642,0.000579213890108,0.0857879831427,0.0683125019202,,0.310353118452,-0.0277456923474,-0.140069006329,-0.0922081256288,0.0353137822855,,0.126469098744,-0.0214928510398,0.0515638052529,0.0677159584103,,-0.0547625235484,0.0105355205696,-0.0217437533426,0.0799780641913,,,,,0.0355687197631,0.0965744795777,0.0209930103482,-0.0545338880111,0.0370597495585,0.00406883646877
Within CPS,0.712318051576,0.000615374614819,0.158014790301,0.0316449656354,0.241372252111,,0.0462650943855,-0.116470145716,-0.0615765389041,0.0334217335626,0.0524002504548,,-0.0193040542041,0.0341942200269,0.0475692005579,0.0374463204938,,0.00976703474035,-0.0233109763004,0.0869497443,,-0.0340591918033,0.0433968858339,0.0481730295969,,,,-0.0554948927321,0.00494821099781,0.0286168112225
Within CPS,0.737266475645,0.00059580668375,0.077225423412,0.0716355711417,0.213057084806,0.271359236035,,-0.207666390793,-0.0723460298438,0.0254582028056,0.00386281434017,0.0957861558167,,0.0358380896877,0.052663342598,0.0360970417933,-0.0500779242681,,-0.0281478011247,0.0743157784122,-0.0442565715934,,0.0207379815934,0.00990535171046,,0.115315068156,0.0182658127138,,,0.00962516560627
Within CPS,0.73147277937,0.000575751014012,0.0954870564331,0.067287935439,0.226032452981,0.251668589928,-0.135622958597,,-0.102752026838,0.0326885680902,-0.00073809992458,0.100873741034,-0.00581982328335,,0.0626329127919,0.0369189629584,-0.0453867178777,-0.0220181257067,,0.0665622894271,-0.0333274115351,-0.0328996334985,,0.0326065480117,0.0904717211788,,0.0403277126562,,0.021059679265,
Within CPS,0.738214899713,0.000596681019867,0.109625869396,0.0949537114287,0.218645797822,0.272208183076,-0.0743272017368,-0.171536905784,,0.0119539995733,0.0154128757272,0.105521350338,-0.011657164124,0.0603804275107,,0.0534650575635,-0.0606184233329,0.0309447672182,-0.00387309982524,,-0.0218252109786,-0.0512881236873,0.0549864454708,,0.037954210122,0.107789722096,,-0.0180917040982,,
Within CPS,0.689595988539,0.00054926345289,0.237935980123,0.109161722356,,,,,,0.0680487022308,,,,,,,,,,,,,,,,,,,,
Within CPS,0.717799426934,0.000575326288317,0.269338609714,,0.335577910257,,,,,,0.0564307210783,,,,,,,,,,,,,,,,,,,
Within CPS,0.727452722063,0.000585976780511,0.189717076519,,,0.389747075542,,,,,,0.118949099139,,,,,,,,,,,,,,,,,,
Within CPS,0.703151862464,0.000573180619005,0.221502618981,,,,-0.0450383486168,,,,,,0.0902182162814,,,,,,,,,,,,,,,,,
Within CPS,0.707696275072,0.000590050664731,0.225125504093,,,,,-0.11045337284,,,,,,0.0999872108253,,,,,,,,,,,,,,,,
Within CPS,0.696025787966,0.000561105698966,0.21832022028,,,,,,-0.0221513083885,,,,,,0.112571262235,,,,,,,,,,,,,,,
Within CPS,0.68876217765,0.000557547616054,0.237935980123,0.109161722356,,,,,,0.0680487022308,,,,,,,,,,,,,,,,,,,,
Within CPS,0.706670487106,0.000565251393738,,0.152700540935,0.332314953243,,,,,,,,,,,0.0943169327368,,,,,,,,,,,,,,
Within CPS,0.724148997135,0.000586923944563,,0.140579823959,,0.503325691431,,,,,,,,,,,0.0255023250327,,,,,,,,,,,,,
Within CPS,0.693392550143,0.000564730270334,,0.172734027962,,,0.0104539783442,,,,,,,,,,,0.0659766329316,,,,,,,,,,,,
Within CPS,0.70023782235,0.000564121254822,,0.215935074852,,,,-0.069197664521,,,,,,,,,,,0.0587172650493,,,,,,,,,,,
Within CPS,0.69859025788,0.00054102997373,,0.152288402624,,,,,0.0178281304721,,,,,,,,,,,0.113307343332,,,,,,,,,,
Within CPS,0.716722063037,0.00058007524568,0.269338609714,,0.335577910257,,,,,,0.0564307210783,,,,,,,,,,,,,,,,,,,
Within CPS,0.706206303725,0.000556246961726,,0.152700540935,0.332314953243,,,,,,,,,,,0.0943169327368,,,,,,,,,,,,,,
Within CPS,0.735289398281,0.00055088527077,,,0.276822742181,0.445583427511,,,,,,,,,,,,,,,0.0259023197342,,,,,,,,,
Within CPS,0.707464183381,0.000542704671617,,,0.368552923552,,0.0310633735787,,,,,,,,,,,,,,,0.0680425732256,,,,,,,,
Within CPS,0.715103151862,0.000556764681661,,,0.388665776029,,,-0.0266442919662,,,,,,,,,,,,,,,0.0882876166055,,,,,,,
Within CPS,0.710985673352,0.000538234659521,,,0.362453350785,,,,0.0687562641489,,,,,,,,,,,,,,,0.0976853732614,,,,,,
Within CPS,0.728848137536,0.000589763479351,0.189717076519,,,0.389747075542,,,,,,0.118949099139,,,,,,,,,,,,,,,,,,
Within CPS,0.723790830946,0.000550518506411,,0.140579823959,,0.503325691431,,,,,,,,,,,0.0255023250327,,,,,,,,,,,,,
Within CPS,0.733636103152,0.000571554369524,,,0.276822742181,0.445583427511,,,,,,,,,,,,,,,0.0259023197342,,,,,,,,,
Within CPS,0.723936962751,0.000543811342715,,,,0.485024645986,-0.06281229105,,,,,,,,,,,,,,,,,,0.0999020023114,,,,,
Within CPS,0.727478510029,0.000536597281318,,,,0.503149160042,,-0.093730243874,,,,,,,,,,,,,,,,,,0.113918824679,,,,
Within CPS,0.726134670487,0.000545858816933,,,,0.495685610048,,,0.00795738575144,,,,,,,,,,,,,,,,,,0.0843715316765,,,
Within CPS,0.701833810888,0.000577739218735,0.221502618981,,,,-0.0450383486168,,,,,,0.0902182162814,,,,,,,,,,,,,,,,,
Within CPS,0.693257879656,0.000570335982041,,0.172734027962,,,0.0104539783442,,,,,,,,,,,0.0659766329316,,,,,,,,,,,,
Within CPS,0.707217765043,0.000556759367723,,,0.368552923552,,0.0310633735787,,,,,,,,,,,,,,,0.0680425732256,,,,,,,,
Within CPS,0.723320916905,0.000551509513557,,,,0.485024645986,-0.06281229105,,,,,,,,,,,,,,,,,,0.0999020023114,,,,,
Within CPS,0.698515759312,0.000552136488927,,,,,0.139888809551,-0.0380634202548,,,,,,,,,,,,,,,,,,,,-0.0191720645737,,
Within CPS,0.697435530086,0.000572872087196,,,,,0.0380102005116,,0.0848959963125,,,,,,,,,,,,,,,,,,,,0.0376033952854,
Within CPS,0.707744985673,0.000570615460424,0.225125504093,,,,,-0.11045337284,,,,,,0.0999872108253,,,,,,,,,,,,,,,,
Within CPS,0.69929512894,0.00057202583942,,0.215935074852,,,,-0.069197664521,,,,,,,,,,,0.0587172650493,,,,,,,,,,,
Within CPS,0.71576217765,0.000557608659015,,,0.388665776029,,,-0.0266442919662,,,,,,,,,,,,,,,0.0882876166055,,,,,,,
Within CPS,0.728048710602,0.000526198116175,,,,0.503149160042,,-0.093730243874,,,,,,,,,,,,,,,,,,0.113918824679,,,,
Within CPS,0.698395415473,0.000557630773739,,,,,0.139888809551,-0.0380634202548,,,,,,,,,,,,,,,,,,,,-0.0191720645737,,
Within CPS,0.700965616046,0.00058126218417,,,,,,-0.0654830847189,0.149158645666,,,,,,,,,,,,,,,,,,,,,0.0233705645559
Within CPS,0.696914040115,0.000547613848492,0.21832022028,,,,,,-0.0221513083885,,,,,,0.112571262235,,,,,,,,,,,,,,,
Within CPS,0.698661891117,0.000555598473312,,0.152288402624,,,,,0.0178281304721,,,,,,,,,,,0.113307343332,,,,,,,,,,
Within CPS,0.712128939828,0.000569706798655,,,0.362453350785,,,,0.0687562641489,,,,,,,,,,,,,,,0.0976853732614,,,,,,
Within CPS,0.724137535817,0.000552488754607,,,,0.495685610048,,,0.00795738575144,,,,,,,,,,,,,,,,,,0.0843715316765,,,
Within CPS,0.697492836676,0.000559220022869,,,,,0.0380102005116,,0.0848959963125,,,,,,,,,,,,,,,,,,,,0.0376033952854,
Within CPS,0.701045845272,0.000576346157925,,,,,,-0.0654830847189,0.149158645666,,,,,,,,,,,,,,,,,,,,,0.0233705645559
Within Hos,0.665558922559,0.000683376885266,0.300701073604,0.00100888374816,0.0593328088772,0.316011570926,-0.0649123229564,-0.301830081098,0.0968939981915,0.0582688053621,0.00352909933391,0.00769206881002,0.0321461372802,-0.0165990825106,0.0387706642109,-0.0455565933328,0.0644216608619,0.000523961230887,0.121549693522,-0.042464863531,-0.0421419913851,0.0354994105738,-0.00101100959513,0.0110173079469,-0.0318461016964,0.08970342456,-0.0602743468917,-0.0437577537101,0.0451587177277,-0.0878641935028
Within Hos,0.662962962963,0.000708370316487,,0.101275469365,0.0495656040038,0.355386858855,-0.0541620465605,-0.262341549502,0.156095827834,,,,,,,-0.0536871822172,0.0827989364498,0.00478084445953,0.107746448791,-0.02807201143,-0.0484886867319,0.0364152418206,-0.00362347517139,0.0142726602098,-0.00962679663974,0.073081887312,-0.0564089761944,-0.0126970814078,0.0314061428776,-0.0605374927217
Within Hos,0.65796969697,0.000698831174355,0.319122189272,,0.0521964015132,0.333239677181,-0.0396541470983,-0.30726966659,0.107116328771,,0.00905656766349,0.0313643230271,0.0425168846213,2.90439570674e-05,0.0403696683257,,,,,,-0.0294268094781,0.0285315919,0.0260456019954,0.0105713535982,-0.00858390382739,0.0637593929942,-0.0312189548696,-0.0331241354117,0.0376687199031,-0.0770932346799
Within Hos,0.6702996633,0.000696420842632,0.305399137821,0.0186296656981,,0.329384204323,-0.0533762696283,-0.302759247833,0.0844286523363,0.0598876722561,,0.013432575658,0.0250693385112,-0.0201903210305,0.0401163674095,,0.0409235970349,0.0121489354606,0.118285721828,-0.0341379892713,,,,,-0.0258779996881,0.0871443933884,-0.0543863054537,-0.0508513026964,0.0431433880033,-0.0901318935923
Within Hos,0.653336700337,0.000713122865187,0.32962790436,-0.00824501647349,0.108740650858,,0.0121488252353,-0.296488900371,0.111881101081,0.0723071193065,-0.0085081860786,,0.0430475693045,-0.0357493809586,0.0422676432001,-0.02338929161,,0.0526075084241,0.091216825673,-0.0209563774303,,0.0343548079798,0.00541267761407,-0.0053283014099,,,,-0.0410689607441,0.0336135721952,-0.0824322399655
Within Hos,0.670818181818,0.000671195458683,0.288676423527,-0.00383688208056,0.0498316836344,0.302768613851,,-0.318306930876,0.0967646593465,0.0522170518565,0.000723634060766,0.0297926770564,,-0.0032454486338,0.0379063338973,-0.0396719381223,0.0584026624333,,0.117644047131,-0.0410120418537,-0.0361885721103,,0.0120294613081,0.0107308314882,,0.0696227666287,-0.0470556492395,,,-0.0806655804134
Within Hos,0.654121212121,0.000677825959936,0.229813795689,0.00434606891263,0.0643499349942,0.321919428436,-0.158001474881,,0.00541796718031,0.0626377168981,0.00128608595315,0.0265621002879,0.015050057415,,0.016370277088,-0.0508015483115,0.0472743831064,0.0359349828913,,0.0132922919771,-0.0297155877792,0.0436684869353,,-0.000669351371224,-0.00440129899452,,-0.0150769093241,,-0.0110547665636,
Within Hos,0.672983164983,0.000687613730165,0.289135213346,5.39367768379e-05,0.0572774861724,0.31002586152,-0.0279021058734,-0.241826938526,,0.0513355177477,0.00326536379012,0.0135753999116,0.0389274215209,-0.00886403410076,,-0.0452815168533,0.0638432442974,-0.0196635017097,0.104069601061,,-0.0337993064194,0.041582951202,-0.000750322139353,,-0.0505070621896,0.0656576560561,,-0.0602094240032,,
Within Hos,0.638313131313,0.000668663456908,0.258804922988,0.0318135331041,,,,,,0.0780187243651,,,,,,,,,,,,,,,,,,,,
Within Hos,0.64162962963,0.000732222193558,0.29041625919,,0.0969807773521,,,,,,0.0188180902746,,,,,,,,,,,,,,,,,,,
Within Hos,0.657097643098,0.000627019886435,0.252496183389,,,0.297931964203,,,,,,0.0709871014597,,,,,,,,,,,,,,,,,,
Within Hos,0.638003367003,0.000686500548358,0.295002003858,,,,-0.0208319412217,,,,,,0.0540493363974,,,,,,,,,,,,,,,,,
Within Hos,0.645676767677,0.000657776742043,0.308898034824,,,,,-0.152021343454,,,,,,0.0406926014696,,,,,,,,,,,,,,,,
Within Hos,0.642606060606,0.000744553879875,0.280420811048,,,,,,0.0217977828333,,,,,,0.0403129637384,,,,,,,,,,,,,,,
Within Hos,0.637367003367,0.000698474523664,0.258804922988,0.0318135331041,,,,,,0.0780187243651,,,,,,,,,,,,,,,,,,,,
Within Hos,0.621572390572,0.000641189333031,,0.12924720668,0.0973458407909,,,,,,,,,,,-0.0182860486347,,,,,,,,,,,,,,
Within Hos,0.652993265993,0.000667742301404,,0.108881184466,,0.373374866534,,,,,,,,,,,0.0536530025019,,,,,,,,,,,,,
Within Hos,0.631185185185,0.000670094274742,,0.167312882352,,,-0.016657594791,,,,,,,,,,,0.101954889339,,,,,,,,,,,,
Within Hos,0.659252525253,0.000681434868817,,0.152219337636,,,,-0.136231336421,,,,,,,,,,,0.122390377745,,,,,,,,,,,
Within Hos,0.617956228956,0.000633876755367,,0.150642880133,,,,,0.0556099590487,,,,,,,,,,,0.0710165418035,,,,,,,,,,
Within Hos,0.642488215488,0.000710307995113,0.29041625919,,0.0969807773521,,,,,,0.0188180902746,,,,,,,,,,,,,,,,,,,
Within Hos,0.621276094276,0.000669171383444,,0.12924720668,0.0973458407909,,,,,,,,,,,-0.0182860486347,,,,,,,,,,,,,,
Within Hos,0.655377104377,0.000673505071061,,,0.0555576648439,0.408815547628,,,,,,,,,,,,,,,-0.00791879624434,,,,,,,,,
Within Hos,0.623915824916,0.000639529192705,,,0.11785328583,,0.0592870265235,,,,,,,,,,,,,,,0.0757606921762,,,,,,,,
Within Hos,0.644723905724,0.000692605155518,,,0.114666596528,,,-0.0660119714608,,,,,,,,,,,,,,,0.0649552554458,,,,,,,
Within Hos,0.613845117845,0.00063482260638,,,0.109105484111,,,,0.103481271224,,,,,,,,,,,,,,,0.0393185327787,,,,,,
Within Hos,0.656228956229,0.000655432795379,0.252496183389,,,0.297931964203,,,,,,0.0709871014597,,,,,,,,,,,,,,,,,,
Within Hos,0.652771043771,0.000699592027064,,0.108881184466,,0.373374866534,,,,,,,,,,,0.0536530025019,,,,,,,,,,,,,
Within Hos,0.653622895623,0.000647963672721,,,0.0555576648439,0.408815547628,,,,,,,,,,,,,,,-0.00791879624434,,,,,,,,,
Within Hos,0.653740740741,0.000654211715985,,,,0.454568720488,-0.0770086093851,,,,,,,,,,,,,,,,,,0.0349953130147,,,,,
Within Hos,0.650121212121,0.000658167904384,,,,0.450936021471,,-0.140079385651,,,,,,,,,,,,,,,,,,0.0482645075921,,,,
Within Hos,0.646986531987,0.000645286038968,,,,0.415078888507,,,0.0325377759207,,,,,,,,,,,,,,,,,,0.0102860777792,,,
Within Hos,0.639006734007,0.000697023620864,0.295002003858,,,,-0.0208319412217,,,,,,0.0540493363974,,,,,,,,,,,,,,,,,
Within Hos,0.630178451178,0.000695456107055,,0.167312882352,,,-0.016657594791,,,,,,,,,,,0.101954889339,,,,,,,,,,,,
Within Hos,0.625047138047,0.000664534500074,,,0.11785328583,,0.0592870265235,,,,,,,,,,,,,,,0.0757606921762,,,,,,,,
Within Hos,0.653861952862,0.000659404598266,,,,0.454568720488,-0.0770086093851,,,,,,,,,,,,,,,,,,0.0349953130147,,,,,
Within Hos,0.631188552189,0.000683641465006,,,,,0.175279680788,-0.152482992637,,,,,,,,,,,,,,,,,,,,0.00441357084938,,
Within Hos,0.623016835017,0.0006164119767,,,,,0.0343079360999,,0.0971980810072,,,,,,,,,,,,,,,,,,,,0.0192108829755,
Within Hos,0.644936026936,0.000671915092886,0.308898034824,,,,,-0.152021343454,,,,,,0.0406926014696,,,,,,,,,,,,,,,,
Within Hos,0.659855218855,0.000668635555578,,0.152219337636,,,,-0.136231336421,,,,,,,,,,,0.122390377745,,,,,,,,,,,
Within Hos,0.644272727273,0.000671571437926,,,0.114666596528,,,-0.0660119714608,,,,,,,,,,,,,,,0.0649552554458,,,,,,,
Within Hos,0.651367003367,0.000656747882077,,,,0.450936021471,,-0.140079385651,,,,,,,,,,,,,,,,,,0.0482645075921,,,,
Within Hos,0.629569023569,0.000665617961995,,,,,0.175279680788,-0.152482992637,,,,,,,,,,,,,,,,,,,,0.00441357084938,,
Within Hos,0.62904040404,0.000628442066029,,,,,,-0.197508811656,0.230698702369,,,,,,,,,,,,,,,,,,,,,-0.0215458900917
Within Hos,0.643070707071,0.000738810494571,0.280420811048,,,,,,0.0217977828333,,,,,,0.0403129637384,,,,,,,,,,,,,,,
Within Hos,0.61868013468,0.000642903305512,,0.150642880133,,,,,0.0556099590487,,,,,,,,,,,0.0710165418035,,,,,,,,,,
Within Hos,0.613845117845,0.000620704496735,,,0.109105484111,,,,0.103481271224,,,,,,,,,,,,,,,0.0393185327787,,,,,,
Within Hos,0.646239057239,0.000633443363611,,,,0.415078888507,,,0.0325377759207,,,,,,,,,,,,,,,,,,0.0102860777792,,,
Within Hos,0.621191919192,0.00061413655221,,,,,0.0343079360999,,0.0971980810072,,,,,,,,,,,,,,,,,,,,0.0192108829755,
Within Hos,0.629804713805,0.00064333385233,,,,,,-0.197508811656,0.230698702369,,,,,,,,,,,,,,,,,,,,,-0.0215458900917
Within Loan,0.716037249284,0.000635674554288,0.183047688507,0.00106403162956,0.190737671035,0.417695313563,-0.18627508742,-0.0891420815701,0.179388344079,0.0234130500283,-0.0494771728384,0.070772302168,0.0116703794538,-0.0650689516629,-0.0662496947067,-0.0302247833911,-0.0930067275292,0.0116906511336,-0.00957037328265,0.0304669541161,0.0438765671279,0.0339218116817,0.0292114614413,-0.0191028474323,0.109622802895,0.00323121869115,0.0350548881249,-0.0086368742701,-0.0360441504582,0.0444436918539
Within Loan,0.715074498567,0.00059792654395,,0.0477924328605,0.149985687952,0.515661937909,-0.175274694312,-0.123981410937,0.114199176564,,,,,,,-0.0363062634367,-0.080928355844,0.0336587750135,-0.0104185968917,0.0214339402935,0.0441148756901,0.0284902032091,0.00715670113112,-0.0228090143579,0.0975816943756,-0.00356054036675,0.0356375225201,-0.0037731878656,-0.0249241372203,0.0229004882814
Within Loan,0.720017191977,0.000616535438839,0.163152923939,,0.183076557694,0.409530091567,-0.14414210996,-0.0965326615167,0.157477483761,,-0.0421749499299,0.0694989715241,0.0094394195282,-0.0733610933913,-0.0502755681198,,,,,,0.0139287335023,0.0305434962941,0.0164897447907,-0.010776105625,0.0881279483048,-0.00650668931124,0.0297463488977,-0.0129655960266,-0.02613491698,0.0470768391751
Within Loan,0.71964756447,0.000612510995695,0.155647305066,0.0313797583005,,0.476167546134,-0.17946143963,-0.0634078952221,0.183899808267,0.00944936006,,0.0617629201029,0.019587511813,-0.0796097500787,-0.0574643545524,,-0.0786322663803,0.0341352447055,-0.0112146859394,0.0276564038029,,,,,0.114155393274,0.00888216373594,0.0255022032982,-0.0104197794451,-0.0160825696586,0.0268701150832
Within Loan,0.695868194842,0.00060600578858,0.245764614273,-0.0175447191261,0.26983515653,,-0.0646817150935,-0.124004937616,0.185263093022,0.0593154635881,-0.0446083107984,,0.0437692458581,-0.0940713316973,-0.0508207070525,-0.0182231775731,,-0.00471474720542,0.027101781392,0.0231480425887,,0.0773947221672,0.0372258774887,-0.01905816517,,,,-0.00536852765995,-0.0381858986092,0.082041423513
Within Loan,0.715169054441,0.00063351682614,0.200627082261,-0.0616425125134,0.177205130754,0.364754656818,,-0.139842873958,0.144824795267,0.0322667946445,-0.0536642941355,0.0605400961451,,-0.0608631857277,-0.0489530700984,-0.0228052819011,-0.0494929792967,,-0.0185009845459,0.0175672351088,0.0545340959194,,0.0460654183842,-0.0245070056588,,0.0443857523767,0.0440759948959,,,0.0409596248718
Within Loan,0.722097421203,0.000583341283194,0.161327076819,-0.0103030876061,0.193576789902,0.446779355888,-0.226732191499,,0.141146396218,0.0132808730187,-0.0320070548697,0.083616575259,-0.00353347376191,,-0.0736508081488,-0.0230788874697,-0.0996040013738,0.000503203705803,,0.0408265002643,0.033131066129,0.0336412220702,,-0.0185325447481,0.115696758149,,0.0170318700057,,-0.0227936565783,
Within Loan,0.717320916905,0.000587735234787,0.188805333703,0.0100860791505,0.194415806766,0.430692173445,-0.169809200012,-0.00835026562575,,0.0111171053523,-0.044878567138,0.0737114138646,0.00265264532963,-0.084228290439,,-0.0251008700486,-0.083537322236,0.016937660904,0.0112536257977,,0.037448821661,0.0310544262164,0.0127814624665,,0.109103280481,0.0242081986567,,-0.0172195152236,,
Within Loan,0.668532951289,0.000572713550896,0.228615970474,0.0854117842776,,,,,,0.0561468324955,,,,,,,,,,,,,,,,,,,,
Within Loan,0.688836676218,0.000605116506969,0.226497467252,,0.27415568463,,,,,,0.0186551160633,,,,,,,,,,,,,,,,,,,
Within Loan,0.710395415473,0.000609056088513,0.139509151024,,,0.438197799276,,,,,,0.0772802705749,,,,,,,,,,,,,,,,,,
Within Loan,0.670312320917,0.000565975442665,0.236184937172,,,,0.0375905033585,,,,,,0.0457228494454,,,,,,,,,,,,,,,,,
Within Loan,0.670074498567,0.000565481416034,0.281547238672,,,,,-0.00601880296723,,,,,,-0.0272561656649,,,,,,,,,,,,,,,,
Within Loan,0.67529226361,0.000543648005299,0.230720166194,,,,,,0.13355835507,,,,,,-0.00484421690608,,,,,,,,,,,,,,,
Within Loan,0.666613180516,0.000570407341279,0.228615970474,0.0854117842776,,,,,,0.0561468324955,,,,,,,,,,,,,,,,,,,,
Within Loan,0.690252148997,0.000597839375468,,0.072633173169,0.280809894873,,,,,,,,,,,0.0196956639871,,,,,,,,,,,,,,
Within Loan,0.70887965616,0.000543172579136,,0.0200875257733,,0.547031416196,,,,,,,,,,,0.0041270440171,,,,,,,,,,,,,
Within Loan,0.668819484241,0.000568669848314,,0.152243616586,,,0.0185477427489,,,,,,,,,,,0.0761630838212,,,,,,,,,,,,
Within Loan,0.679871060172,0.000530183624648,,0.172180678668,,,,-0.0869880404001,,,,,,,,,,,0.0939018137973,,,,,,,,,,,
Within Loan,0.670790830946,0.000558531742825,,0.134844920439,,,,,0.0806557523749,,,,,,,,,,,0.0763015083568,,,,,,,,,,
Within Loan,0.687719197708,0.000612641486557,0.226497467252,,0.27415568463,,,,,,0.0186551160633,,,,,,,,,,,,,,,,,,,
Within Loan,0.689739255014,0.000600462290434,,0.072633173169,0.280809894873,,,,,,,,,,,0.0196956639871,,,,,,,,,,,,,,
Within Loan,0.716022922636,0.000591306569201,,,0.154838254724,0.487918194202,,,,,,,,,,,,,,,0.0242334990138,,,,,,,,,
Within Loan,0.69211747851,0.000572288085967,,,0.2918374081,,-0.0138681304795,,,,,,,,,,,,,,,0.0800995676035,,,,,,,,
Within Loan,0.693094555874,0.000544397511463,,,0.278540592817,,,-0.0488166478368,,,,,,,,,,,,,,,0.0653725246275,,,,,,,
Within Loan,0.68929512894,0.000600078016754,,,0.287030543241,,,,0.0993894698849,,,,,,,,,,,,,,,0.0205821191023,,,,,,
Within Loan,0.711189111748,0.000587308596894,0.139509151024,,,0.438197799276,,,,,,0.0772802705749,,,,,,,,,,,,,,,,,,
Within Loan,0.708873925501,0.000572128604977,,0.0200875257733,,0.547031416196,,,,,,,,,,,0.0041270440171,,,,,,,,,,,,,
Within Loan,0.716653295129,0.000574780355873,,,0.154838254724,0.487918194202,,,,,,,,,,,,,,,0.0242334990138,,,,,,,,,
Within Loan,0.715266475645,0.000545692101379,,,,0.570414373953,-0.130807827018,,,,,,,,,,,,,,,,,,0.1018146321,,,,,
Within Loan,0.708558739255,0.000547609046061,,,,0.520549963314,,-0.0952873166945,,,,,,,,,,,,,,,,,,0.0709544579205,,,,
Within Loan,0.70982234957,0.000561871088077,,,,0.530517760144,,,0.0243647317321,,,,,,,,,,,,,,,,,,0.0488487032304,,,
Within Loan,0.670475644699,0.000554687087499,0.236184937172,,,,0.0375905033585,,,,,,0.0457228494454,,,,,,,,,,,,,,,,,
Within Loan,0.669143266476,0.00055281007513,,0.152243616586,,,0.0185477427489,,,,,,,,,,,0.0761630838212,,,,,,,,,,,,
Within Loan,0.692340974212,0.000554656617233,,,0.2918374081,,-0.0138681304795,,,,,,,,,,,,,,,0.0800995676035,,,,,,,,
Within Loan,0.714521489971,0.00055250922238,,,,0.570414373953,-0.130807827018,,,,,,,,,,,,,,,,,,0.1018146321,,,,,
Within Loan,0.676452722063,0.000561997302502,,,,,0.134487015624,-0.0733775046762,,,,,,,,,,,,,,,,,,,,0.0667814564322,,
Within Loan,0.672747851003,0.000554675938228,,,,,0.0430740351115,,0.123035539964,,,,,,,,,,,,,,,,,,,,0.0601369755445,
Within Loan,0.669796561605,0.000573115513081,0.281547238672,,,,,-0.00601880296723,,,,,,-0.0272561656649,,,,,,,,,,,,,,,,
Within Loan,0.679750716332,0.000557971933858,,0.172180678668,,,,-0.0869880404001,,,,,,,,,,,0.0939018137973,,,,,,,,,,,
Within Loan,0.693593123209,0.000555796597061,,,0.278540592817,,,-0.0488166478368,,,,,,,,,,,,,,,0.0653725246275,,,,,,,
Within Loan,0.709544412607,0.000555004469925,,,,0.520549963314,,-0.0952873166945,,,,,,,,,,,,,,,,,,0.0709544579205,,,,
Within Loan,0.676323782235,0.00056844113792,,,,,0.134487015624,-0.0733775046762,,,,,,,,,,,,,,,,,,,,0.0667814564322,,
Within Loan,0.697948424069,0.000592324515728,,,,,,-0.135466732253,0.213918760244,,,,,,,,,,,,,,,,,,,,,0.0920490829654
Within Loan,0.67529226361,0.000574331323847,0.230720166194,,,,,,0.13355835507,,,,,,-0.00484421690608,,,,,,,,,,,,,,,
Within Loan,0.67040974212,0.000558601682257,,0.134844920439,,,,,0.0806557523749,,,,,,,,,,,0.0763015083568,,,,,,,,,,
Within Loan,0.689733524355,0.000601862665609,,,0.287030543241,,,,0.0993894698849,,,,,,,,,,,,,,,0.0205821191023,,,,,,
Within Loan,0.708670487106,0.000562439107571,,,,0.530517760144,,,0.0243647317321,,,,,,,,,,,,,,,,,,0.0488487032304,,,
